type,size,ocall,noenc,fullenc,baseline,
read,8,8446.000000,5631.000000,6553.000000,336.000000,
read,8,8499.000000,5701.000000,6660.000000,375.000000,
read,8,8416.000000,5510.000000,7185.000000,344.000000,
read,8,8444.000000,5675.000000,6506.000000,344.000000,
read,8,8447.000000,5430.000000,6769.000000,341.000000,
read,8,8464.000000,5900.000000,6625.000000,341.000000,
read,8,8476.000000,5676.000000,6658.000000,341.000000,
read,8,8443.000000,5569.000000,6700.000000,343.000000,
read,8,8488.000000,5745.000000,6553.000000,346.000000,
read,8,8464.000000,5679.000000,6651.000000,357.000000,
read,8,8455.000000,5675.000000,6799.000000,341.000000,
read,8,8458.000000,6176.000000,7095.000000,352.000000,
read,8,8493.000000,5710.000000,7349.000000,346.000000,
read,8,8456.000000,5737.000000,6673.000000,342.000000,
read,8,8423.000000,5828.000000,6641.000000,347.000000,
read,8,8458.000000,5651.000000,6848.000000,343.000000,
read,8,8482.000000,5685.000000,7369.000000,338.000000,
read,8,8443.000000,5721.000000,6697.000000,360.000000,
read,8,8432.000000,5592.000000,6665.000000,340.000000,
read,8,8472.000000,5635.000000,6722.000000,345.000000,
read,8,8466.000000,5862.000000,6725.000000,342.000000,
read,8,8424.000000,5728.000000,6668.000000,344.000000,
read,8,8474.000000,5539.000000,6665.000000,342.000000,
read,8,8446.000000,5910.000000,6552.000000,339.000000,
read,8,8470.000000,5652.000000,6601.000000,345.000000,
read,8,8426.000000,5692.000000,6645.000000,358.000000,
read,8,8440.000000,5732.000000,6901.000000,342.000000,
read,8,8467.000000,5577.000000,6631.000000,347.000000,
read,8,8453.000000,5633.000000,6742.000000,343.000000,
read,8,8444.000000,5778.000000,6648.000000,338.000000,
read,8,8437.000000,5712.000000,7206.000000,342.000000,
read,8,8456.000000,5490.000000,6706.000000,351.000000,
read,8,8457.000000,5526.000000,6649.000000,345.000000,
read,8,8437.000000,5736.000000,6642.000000,359.000000,
read,8,8451.000000,5837.000000,6529.000000,344.000000,
read,8,8444.000000,5801.000000,6659.000000,349.000000,
read,8,8438.000000,5535.000000,6993.000000,343.000000,
read,8,8442.000000,5807.000000,6658.000000,341.000000,
read,8,8451.000000,5577.000000,6492.000000,344.000000,
read,8,8483.000000,5855.000000,6692.000000,340.000000,
read,8,8421.000000,5630.000000,6675.000000,334.000000,
read,8,8454.000000,5555.000000,6620.000000,355.000000,
read,8,8483.000000,5899.000000,6639.000000,344.000000,
read,8,8462.000000,5550.000000,7024.000000,341.000000,
read,8,8449.000000,5876.000000,7194.000000,340.000000,
read,8,8466.000000,5621.000000,6628.000000,341.000000,
read,8,8410.000000,5497.000000,6919.000000,342.000000,
read,8,8466.000000,5867.000000,6962.000000,343.000000,
read,8,8402.000000,5666.000000,6657.000000,338.000000,
read,8,8483.000000,5719.000000,6658.000000,361.000000,
read,8,8453.000000,5688.000000,6769.000000,341.000000,
read,8,8428.000000,5883.000000,6706.000000,344.000000,
read,8,8466.000000,5787.000000,6880.000000,340.000000,
read,8,8450.000000,5847.000000,6556.000000,331.000000,
read,8,8426.000000,5673.000000,6718.000000,342.000000,
read,8,8480.000000,5955.000000,6733.000000,347.000000,
read,8,8465.000000,5677.000000,7113.000000,338.000000,
read,8,8472.000000,5795.000000,6595.000000,358.000000,
read,8,8429.000000,5631.000000,7240.000000,345.000000,
read,8,8450.000000,5781.000000,6927.000000,348.000000,
read,8,8478.000000,5724.000000,6675.000000,341.000000,
read,8,8479.000000,5653.000000,6893.000000,343.000000,
read,8,8438.000000,5679.000000,6542.000000,347.000000,
read,8,8437.000000,5483.000000,7133.000000,342.000000,
read,8,8487.000000,5524.000000,6729.000000,340.000000,
read,8,8472.000000,5806.000000,6545.000000,356.000000,
read,8,8425.000000,5845.000000,6667.000000,340.000000,
read,8,8446.000000,5384.000000,6489.000000,339.000000,
read,8,8609.000000,5588.000000,6851.000000,346.000000,
read,8,8469.000000,5683.000000,6594.000000,339.000000,
read,8,8427.000000,5681.000000,6862.000000,355.000000,
read,8,8515.000000,5537.000000,6890.000000,342.000000,
read,8,8420.000000,5639.000000,7631.000000,355.000000,
read,8,8445.000000,5838.000000,6705.000000,338.000000,
read,8,8452.000000,5660.000000,7592.000000,340.000000,
read,8,8428.000000,5623.000000,6659.000000,339.000000,
read,8,8438.000000,5377.000000,6875.000000,341.000000,
read,8,8443.000000,5654.000000,6944.000000,360.000000,
read,8,8463.000000,5853.000000,6661.000000,344.000000,
read,8,8449.000000,5657.000000,6789.000000,344.000000,
read,8,8435.000000,5691.000000,7017.000000,355.000000,
read,8,8428.000000,5506.000000,7356.000000,350.000000,
read,8,8467.000000,5685.000000,6693.000000,344.000000,
read,8,8440.000000,5688.000000,6678.000000,341.000000,
read,8,8420.000000,5739.000000,6644.000000,345.000000,
read,8,8451.000000,5800.000000,6511.000000,343.000000,
read,8,8426.000000,5841.000000,7295.000000,341.000000,
read,8,8483.000000,5464.000000,6661.000000,342.000000,
read,8,8413.000000,5542.000000,6582.000000,356.000000,
read,8,8471.000000,5497.000000,6598.000000,341.000000,
read,8,8466.000000,5630.000000,6665.000000,340.000000,
read,8,8457.000000,5758.000000,6647.000000,344.000000,
read,8,8431.000000,5624.000000,6640.000000,343.000000,
read,8,8444.000000,5676.000000,6866.000000,348.000000,
read,8,8472.000000,5724.000000,6713.000000,341.000000,
read,8,8425.000000,5707.000000,19089.000000,352.000000,
read,8,8446.000000,5604.000000,6862.000000,359.000000,
read,8,8458.000000,5491.000000,21455.000000,346.000000,
read,8,8476.000000,5859.000000,6588.000000,343.000000,
read,8,8467.000000,5677.000000,10638.000000,343.000000,
read,8,8468.000000,5681.000000,7121.000000,341.000000,
read,8,8447.000000,5835.000000,6670.000000,341.000000,
read,8,8452.000000,5629.000000,6756.000000,340.000000,
read,8,8454.000000,5621.000000,6620.000000,338.000000,
read,8,8470.000000,5639.000000,6640.000000,362.000000,
read,8,8449.000000,5845.000000,6941.000000,341.000000,
read,8,8471.000000,5630.000000,6826.000000,347.000000,
read,8,8450.000000,5692.000000,6622.000000,347.000000,
read,8,8439.000000,5674.000000,6630.000000,340.000000,
read,8,8504.000000,5679.000000,6512.000000,344.000000,
read,8,8459.000000,5571.000000,6642.000000,342.000000,
read,8,8418.000000,5430.000000,6756.000000,338.000000,
read,8,8465.000000,5738.000000,6682.000000,361.000000,
read,8,8440.000000,5829.000000,6642.000000,342.000000,
read,8,8416.000000,5669.000000,7186.000000,343.000000,
read,8,8458.000000,5822.000000,6636.000000,343.000000,
read,8,8467.000000,5840.000000,6676.000000,355.000000,
read,8,8434.000000,5662.000000,6642.000000,339.000000,
read,8,8469.000000,5802.000000,6644.000000,342.000000,
read,8,8482.000000,5723.000000,6646.000000,341.000000,
read,8,8450.000000,5833.000000,6684.000000,357.000000,
read,8,8473.000000,5650.000000,6657.000000,343.000000,
read,8,8448.000000,5679.000000,6636.000000,342.000000,
read,8,8464.000000,5421.000000,6663.000000,344.000000,
read,8,8431.000000,5314.000000,6690.000000,342.000000,
read,8,8443.000000,5671.000000,6765.000000,338.000000,
read,8,8444.000000,5682.000000,6624.000000,342.000000,
read,8,8414.000000,5651.000000,6768.000000,361.000000,
read,8,8472.000000,5840.000000,7215.000000,345.000000,
read,8,8387.000000,5640.000000,6584.000000,349.000000,
read,8,8472.000000,5682.000000,6646.000000,341.000000,
read,8,8447.000000,5732.000000,6730.000000,343.000000,
read,8,8432.000000,5773.000000,6694.000000,345.000000,
read,8,8426.000000,5826.000000,6641.000000,345.000000,
read,8,8465.000000,5557.000000,6631.000000,343.000000,
read,8,8468.000000,5699.000000,6619.000000,358.000000,
read,8,8457.000000,5727.000000,7193.000000,343.000000,
read,8,8464.000000,5766.000000,6555.000000,357.000000,
read,8,8466.000000,5671.000000,6655.000000,344.000000,
read,8,8482.000000,5741.000000,6524.000000,340.000000,
read,8,8457.000000,5527.000000,6500.000000,343.000000,
read,8,8446.000000,5766.000000,6730.000000,345.000000,
read,8,8487.000000,5645.000000,7165.000000,334.000000,
read,8,8472.000000,5720.000000,6652.000000,360.000000,
read,8,8447.000000,5576.000000,6639.000000,342.000000,
read,8,8434.000000,5661.000000,6912.000000,347.000000,
read,8,8480.000000,5698.000000,6851.000000,346.000000,
read,8,8480.000000,5639.000000,6657.000000,342.000000,
read,8,8468.000000,5908.000000,6615.000000,347.000000,
read,8,8471.000000,5692.000000,6508.000000,344.000000,
read,8,8456.000000,5622.000000,6634.000000,333.000000,
read,8,8477.000000,5784.000000,6633.000000,358.000000,
read,8,8414.000000,5860.000000,6667.000000,336.000000,
read,8,8464.000000,5660.000000,6577.000000,338.000000,
read,8,8451.000000,5827.000000,6627.000000,339.000000,
read,8,8463.000000,5847.000000,6740.000000,356.000000,
read,8,8459.000000,5640.000000,7190.000000,341.000000,
read,8,8456.000000,5485.000000,6651.000000,359.000000,
read,8,8449.000000,5644.000000,6510.000000,339.000000,
read,8,8455.000000,5841.000000,6783.000000,358.000000,
read,8,8471.000000,5694.000000,6520.000000,344.000000,
read,8,8482.000000,5758.000000,6602.000000,340.000000,
read,8,8444.000000,5622.000000,6709.000000,343.000000,
read,8,8475.000000,5630.000000,6692.000000,344.000000,
read,8,8465.000000,5645.000000,6644.000000,344.000000,
read,8,8418.000000,5851.000000,6546.000000,346.000000,
read,8,8455.000000,6028.000000,6711.000000,346.000000,
read,8,8419.000000,5499.000000,7442.000000,360.000000,
read,8,8454.000000,5904.000000,6736.000000,340.000000,
read,8,8474.000000,5678.000000,6766.000000,342.000000,
read,8,8458.000000,5662.000000,7195.000000,343.000000,
read,8,8454.000000,5677.000000,6632.000000,342.000000,
read,8,8453.000000,5659.000000,6617.000000,342.000000,
read,8,8472.000000,5693.000000,6654.000000,346.000000,
read,8,8472.000000,5628.000000,6789.000000,356.000000,
read,8,8437.000000,5759.000000,6862.000000,344.000000,
read,8,8508.000000,5686.000000,6912.000000,340.000000,
read,8,8435.000000,5655.000000,6664.000000,342.000000,
read,8,8454.000000,5675.000000,6632.000000,359.000000,
read,8,8463.000000,5751.000000,6605.000000,344.000000,
read,8,8446.000000,5829.000000,7089.000000,343.000000,
read,8,8402.000000,5863.000000,6755.000000,336.000000,
read,8,8449.000000,5526.000000,6612.000000,361.000000,
read,8,8441.000000,5788.000000,6510.000000,344.000000,
read,8,8446.000000,5806.000000,7328.000000,340.000000,
read,8,8423.000000,5689.000000,6661.000000,343.000000,
read,8,8470.000000,5682.000000,6705.000000,341.000000,
read,8,8472.000000,5691.000000,6528.000000,344.000000,
read,8,8482.000000,5676.000000,6669.000000,341.000000,
read,8,8426.000000,5893.000000,6670.000000,337.000000,
read,8,8503.000000,5498.000000,6493.000000,363.000000,
read,8,8479.000000,5791.000000,6699.000000,343.000000,
read,8,8455.000000,5721.000000,6729.000000,343.000000,
read,8,8469.000000,5674.000000,6808.000000,354.000000,
read,8,8456.000000,5836.000000,6779.000000,342.000000,
read,8,8445.000000,5570.000000,6728.000000,341.000000,
read,8,8437.000000,5870.000000,6655.000000,342.000000,
read,8,8447.000000,5716.000000,6571.000000,343.000000,
read,8,8457.000000,5739.000000,7612.000000,358.000000,
read,8,8437.000000,5669.000000,6769.000000,339.000000,
read,8,8460.000000,5692.000000,7364.000000,342.000000,
read,8,8471.000000,5472.000000,6647.000000,341.000000,
read,8,8438.000000,5839.000000,6621.000000,342.000000,
read,8,8460.000000,5545.000000,6506.000000,341.000000,
read,8,8409.000000,5744.000000,6541.000000,347.000000,
read,8,8452.000000,5828.000000,6598.000000,336.000000,
read,8,8478.000000,5670.000000,6617.000000,354.000000,
read,8,8468.000000,5676.000000,6782.000000,342.000000,
read,8,8434.000000,5689.000000,6524.000000,340.000000,
read,8,8474.000000,5611.000000,6595.000000,345.000000,
read,8,8459.000000,5866.000000,6641.000000,344.000000,
read,8,8447.000000,5687.000000,6765.000000,344.000000,
read,8,8438.000000,5732.000000,7169.000000,340.000000,
read,8,8421.000000,5660.000000,6622.000000,338.000000,
read,8,8465.000000,5828.000000,6802.000000,359.000000,
read,8,8470.000000,5681.000000,6481.000000,330.000000,
read,8,8446.000000,5828.000000,6668.000000,342.000000,
read,8,8489.000000,5601.000000,6547.000000,340.000000,
read,8,8456.000000,5674.000000,6634.000000,340.000000,
read,8,8436.000000,5656.000000,6598.000000,344.000000,
read,8,8448.000000,5895.000000,6474.000000,351.000000,
read,8,8464.000000,5715.000000,6805.000000,337.000000,
read,8,8460.000000,5516.000000,6573.000000,361.000000,
read,8,8435.000000,5919.000000,7128.000000,345.000000,
read,8,8458.000000,5678.000000,6597.000000,341.000000,
read,8,8474.000000,5603.000000,6662.000000,341.000000,
read,8,8431.000000,5733.000000,7072.000000,343.000000,
read,8,8417.000000,5696.000000,6682.000000,343.000000,
read,8,8470.000000,5664.000000,6677.000000,346.000000,
read,8,8483.000000,5700.000000,7269.000000,338.000000,
read,8,8411.000000,5594.000000,6607.000000,357.000000,
read,8,8469.000000,5869.000000,6621.000000,340.000000,
read,8,8474.000000,5653.000000,6654.000000,343.000000,
read,8,8436.000000,5682.000000,6595.000000,339.000000,
read,8,8407.000000,5631.000000,6592.000000,344.000000,
read,8,8461.000000,5571.000000,6541.000000,340.000000,
read,8,8503.000000,5703.000000,6584.000000,342.000000,
read,8,8437.000000,5752.000000,6617.000000,345.000000,
read,8,8448.000000,5847.000000,6935.000000,340.000000,
read,8,8477.000000,5648.000000,6895.000000,342.000000,
read,8,8457.000000,5574.000000,7235.000000,360.000000,
read,8,8465.000000,5864.000000,6571.000000,344.000000,
read,8,8457.000000,5686.000000,6570.000000,342.000000,
read,8,8489.000000,5642.000000,6640.000000,342.000000,
read,8,8477.000000,5572.000000,6752.000000,339.000000,
read,8,8440.000000,5679.000000,6641.000000,354.000000,
read,8,8428.000000,5688.000000,6525.000000,347.000000,
read,8,8450.000000,5628.000000,6762.000000,341.000000,
read,8,8443.000000,5558.000000,6618.000000,340.000000,
read,8,8445.000000,5614.000000,6609.000000,342.000000,
read,8,8450.000000,5862.000000,6659.000000,340.000000,
read,8,8463.000000,5596.000000,6681.000000,339.000000,
read,8,8452.000000,5733.000000,6645.000000,343.000000,
read,8,8411.000000,5853.000000,6667.000000,357.000000,
read,8,8444.000000,5655.000000,7326.000000,342.000000,
read,8,8445.000000,5811.000000,6776.000000,339.000000,
read,8,8469.000000,5814.000000,6617.000000,357.000000,
read,8,8449.000000,5389.000000,6523.000000,337.000000,
read,8,8423.000000,5663.000000,6643.000000,340.000000,
read,8,8455.000000,5666.000000,6543.000000,344.000000,
read,8,8438.000000,5657.000000,7326.000000,334.000000,
read,8,8440.000000,5401.000000,6569.000000,357.000000,
read,8,8454.000000,5671.000000,6783.000000,344.000000,
read,8,8431.000000,5810.000000,6495.000000,340.000000,
read,8,8409.000000,5836.000000,6691.000000,339.000000,
read,8,8459.000000,5798.000000,6531.000000,342.000000,
read,8,8443.000000,5856.000000,6652.000000,341.000000,
read,8,8443.000000,5452.000000,6654.000000,339.000000,
read,8,8436.000000,5859.000000,7218.000000,332.000000,
read,8,8428.000000,5644.000000,6692.000000,351.000000,
read,8,8459.000000,5706.000000,6825.000000,342.000000,
read,8,8407.000000,5809.000000,6655.000000,351.000000,
read,8,8412.000000,5611.000000,6621.000000,338.000000,
read,8,8447.000000,5640.000000,6675.000000,342.000000,
read,8,8410.000000,5812.000000,6649.000000,343.000000,
read,8,8407.000000,5667.000000,6680.000000,345.000000,
read,8,8422.000000,5812.000000,6740.000000,340.000000,
read,8,8465.000000,5679.000000,6622.000000,350.000000,
read,8,8457.000000,5722.000000,6760.000000,340.000000,
read,8,8403.000000,5848.000000,6558.000000,344.000000,
read,8,8423.000000,5842.000000,6647.000000,356.000000,
read,8,8462.000000,5394.000000,6641.000000,342.000000,
read,8,8425.000000,5505.000000,7223.000000,340.000000,
read,8,8449.000000,5749.000000,6651.000000,352.000000,
read,8,8439.000000,5678.000000,6642.000000,352.000000,
read,8,8457.000000,5574.000000,6728.000000,342.000000,
read,8,8408.000000,5337.000000,6877.000000,357.000000,
read,8,8438.000000,5535.000000,6690.000000,344.000000,
read,8,8463.000000,5539.000000,6604.000000,353.000000,
read,8,8399.000000,5527.000000,6620.000000,343.000000,
read,8,8444.000000,5881.000000,6681.000000,341.000000,
read,8,8472.000000,5876.000000,7156.000000,343.000000,
read,8,8436.000000,5474.000000,6491.000000,332.000000,
read,8,8463.000000,5898.000000,6706.000000,339.000000,
read,8,8427.000000,5773.000000,6602.000000,341.000000,
read,8,8442.000000,5694.000000,6633.000000,348.000000,
read,8,8398.000000,5756.000000,7167.000000,342.000000,
read,8,8441.000000,5655.000000,6630.000000,342.000000,
read,8,8435.000000,5818.000000,6550.000000,341.000000,
read,8,8455.000000,5634.000000,6575.000000,336.000000,
read,8,8444.000000,5709.000000,6622.000000,356.000000,
read,8,8434.000000,5658.000000,6670.000000,339.000000,
read,8,8464.000000,5896.000000,6660.000000,342.000000,
read,8,8476.000000,5473.000000,6741.000000,343.000000,
read,8,8434.000000,5916.000000,6753.000000,342.000000,
read,8,8463.000000,5775.000000,6705.000000,342.000000,
read,8,8474.000000,5509.000000,6767.000000,347.000000,
read,8,8437.000000,5801.000000,6673.000000,337.000000,
read,8,8458.000000,5712.000000,6697.000000,357.000000,
read,8,8431.000000,5624.000000,6937.000000,339.000000,
read,8,8460.000000,5837.000000,7158.000000,354.000000,
read,8,8428.000000,5631.000000,6680.000000,343.000000,
read,8,8441.000000,5692.000000,6688.000000,341.000000,
read,8,8386.000000,5760.000000,6682.000000,361.000000,
read,8,8429.000000,5834.000000,6899.000000,341.000000,
read,8,8416.000000,5499.000000,6580.000000,338.000000,
read,8,8452.000000,5908.000000,7234.000000,364.000000,
read,8,8400.000000,5664.000000,6958.000000,345.000000,
read,8,8443.000000,5681.000000,6591.000000,341.000000,
read,8,8452.000000,5377.000000,6614.000000,344.000000,
read,8,8436.000000,5655.000000,6805.000000,344.000000,
read,8,8441.000000,5710.000000,6680.000000,342.000000,
read,8,8434.000000,5680.000000,7069.000000,343.000000,
read,8,8454.000000,5650.000000,6616.000000,358.000000,
read,8,8698.000000,5755.000000,7235.000000,349.000000,
read,8,8474.000000,5689.000000,6667.000000,343.000000,
read,8,8449.000000,5691.000000,6520.000000,361.000000,
read,8,8468.000000,5679.000000,6762.000000,342.000000,
read,8,8430.000000,5872.000000,6630.000000,347.000000,
read,8,8467.000000,5692.000000,6568.000000,342.000000,
read,8,8477.000000,5826.000000,6629.000000,340.000000,
read,8,8469.000000,5631.000000,6948.000000,357.000000,
read,8,8459.000000,5686.000000,6655.000000,345.000000,
read,8,8473.000000,5720.000000,6876.000000,344.000000,
read,8,8436.000000,5675.000000,6607.000000,362.000000,
read,8,8449.000000,5724.000000,6617.000000,346.000000,
read,8,8487.000000,5465.000000,6690.000000,341.000000,
read,8,8807.000000,5830.000000,6660.000000,346.000000,
read,8,8428.000000,5666.000000,7332.000000,344.000000,
read,8,8475.000000,5645.000000,6655.000000,373.000000,
read,8,8456.000000,5722.000000,6732.000000,12736.000000,
read,8,8446.000000,5786.000000,6625.000000,351.000000,
read,8,8454.000000,5549.000000,6616.000000,352.000000,
read,8,8447.000000,5687.000000,6841.000000,350.000000,
read,8,8466.000000,5796.000000,6784.000000,351.000000,
read,8,8408.000000,5615.000000,6527.000000,353.000000,
read,8,8466.000000,5822.000000,6497.000000,367.000000,
read,8,8463.000000,5835.000000,6648.000000,351.000000,
read,8,8467.000000,5656.000000,6768.000000,351.000000,
read,8,8429.000000,5629.000000,6623.000000,350.000000,
read,8,8469.000000,5709.000000,6606.000000,357.000000,
read,8,8466.000000,6036.000000,6633.000000,351.000000,
read,8,8506.000000,5651.000000,7327.000000,353.000000,
read,8,8464.000000,5694.000000,7169.000000,352.000000,
read,8,8418.000000,5542.000000,6689.000000,364.000000,
read,8,8435.000000,5656.000000,6620.000000,352.000000,
read,8,8447.000000,5646.000000,6473.000000,353.000000,
read,8,8436.000000,5660.000000,6632.000000,352.000000,
read,8,8437.000000,5482.000000,6675.000000,345.000000,
read,8,8497.000000,5671.000000,6679.000000,350.000000,
read,8,8441.000000,5774.000000,6799.000000,365.000000,
read,8,8442.000000,5669.000000,6509.000000,350.000000,
read,8,8468.000000,5856.000000,6523.000000,366.000000,
read,8,8449.000000,5659.000000,7006.000000,350.000000,
read,8,8440.000000,5561.000000,6687.000000,348.000000,
read,8,8429.000000,5884.000000,6784.000000,351.000000,
read,8,8470.000000,5670.000000,7170.000000,355.000000,
read,8,8465.000000,5672.000000,6677.000000,351.000000,
read,8,8450.000000,5667.000000,6637.000000,356.000000,
read,8,8436.000000,5789.000000,6628.000000,352.000000,
read,8,8480.000000,5674.000000,6690.000000,361.000000,
read,8,8469.000000,5685.000000,6756.000000,352.000000,
read,8,8452.000000,5806.000000,6614.000000,355.000000,
read,8,8444.000000,5668.000000,6718.000000,351.000000,
read,8,8449.000000,5713.000000,6634.000000,350.000000,
read,8,8454.000000,5706.000000,6784.000000,355.000000,
read,8,8443.000000,5833.000000,6515.000000,348.000000,
read,8,8435.000000,5615.000000,6744.000000,348.000000,
read,8,8472.000000,5646.000000,6592.000000,379.000000,
read,8,8458.000000,5831.000000,6639.000000,350.000000,
read,8,8436.000000,5673.000000,7164.000000,351.000000,
read,8,8441.000000,5857.000000,6553.000000,351.000000,
read,8,8439.000000,5823.000000,6784.000000,390.000000,
read,8,8459.000000,5652.000000,6501.000000,14576.000000,
read,8,8470.000000,5652.000000,7451.000000,341.000000,
read,8,8441.000000,5884.000000,6725.000000,336.000000,
read,8,8490.000000,5596.000000,6620.000000,360.000000,
read,8,8444.000000,5695.000000,6751.000000,339.000000,
read,8,8452.000000,5733.000000,6503.000000,343.000000,
read,8,8493.000000,5633.000000,6791.000000,345.000000,
read,8,8465.000000,5732.000000,6691.000000,331.000000,
read,8,8467.000000,5791.000000,6555.000000,340.000000,
read,8,8463.000000,5710.000000,6670.000000,345.000000,
read,8,8440.000000,5544.000000,6646.000000,334.000000,
read,8,8445.000000,6087.000000,7250.000000,357.000000,
read,8,8453.000000,5635.000000,6828.000000,357.000000,
read,8,8489.000000,5663.000000,6749.000000,341.000000,
read,8,8470.000000,5731.000000,6629.000000,341.000000,
read,8,8443.000000,5540.000000,6744.000000,344.000000,
read,8,8454.000000,5497.000000,6775.000000,344.000000,
read,8,8447.000000,5857.000000,6655.000000,356.000000,
read,8,8439.000000,5696.000000,6560.000000,343.000000,
read,8,8475.000000,5687.000000,6658.000000,359.000000,
read,8,8444.000000,5637.000000,6631.000000,343.000000,
read,8,8468.000000,5838.000000,6813.000000,345.000000,
read,8,8441.000000,5643.000000,6616.000000,347.000000,
read,8,8448.000000,5855.000000,6667.000000,342.000000,
read,8,8485.000000,5698.000000,6879.000000,342.000000,
read,8,8496.000000,5509.000000,7323.000000,343.000000,
read,8,8459.000000,5883.000000,6569.000000,338.000000,
read,8,8449.000000,5659.000000,6657.000000,351.000000,
read,8,8458.000000,5839.000000,6785.000000,343.000000,
read,8,8468.000000,5677.000000,6688.000000,341.000000,
read,8,8411.000000,5898.000000,6694.000000,348.000000,
read,8,8455.000000,5632.000000,6637.000000,341.000000,
read,8,8477.000000,5709.000000,7486.000000,342.000000,
read,8,8431.000000,5805.000000,6795.000000,341.000000,
read,8,21108.000000,5657.000000,6650.000000,338.000000,
read,8,8621.000000,5831.000000,6697.000000,347.000000,
read,8,23277.000000,5493.000000,6931.000000,362.000000,
read,8,14144.000000,5703.000000,6527.000000,355.000000,
read,8,8466.000000,5638.000000,6681.000000,1504.000000,
read,8,8471.000000,5730.000000,7209.000000,4287.000000,
read,8,8457.000000,5835.000000,6611.000000,359.000000,
read,8,8434.000000,5806.000000,6640.000000,345.000000,
read,8,8476.000000,5639.000000,6614.000000,355.000000,
read,8,8464.000000,5660.000000,6748.000000,353.000000,
read,8,8437.000000,5513.000000,6655.000000,358.000000,
read,8,8454.000000,5627.000000,6686.000000,364.000000,
read,8,8477.000000,5495.000000,6621.000000,339.000000,
read,8,8477.000000,5730.000000,6605.000000,342.000000,
read,8,8467.000000,5695.000000,6829.000000,345.000000,
read,8,8432.000000,5858.000000,6939.000000,339.000000,
read,8,8439.000000,5691.000000,6694.000000,373.000000,
read,8,8461.000000,5872.000000,6995.000000,362.000000,
read,8,8409.000000,5639.000000,6755.000000,344.000000,
read,8,8452.000000,5699.000000,7207.000000,344.000000,
read,8,8459.000000,5864.000000,6627.000000,342.000000,
read,8,8449.000000,5725.000000,6548.000000,362.000000,
read,8,8418.000000,5756.000000,6651.000000,337.000000,
read,8,8478.000000,5726.000000,6598.000000,336.000000,
read,8,8460.000000,5692.000000,6613.000000,356.000000,
read,8,8471.000000,5662.000000,6884.000000,338.000000,
read,8,8460.000000,5700.000000,6882.000000,342.000000,
read,8,8458.000000,5696.000000,6811.000000,361.000000,
read,8,8506.000000,5844.000000,6640.000000,341.000000,
read,8,8440.000000,5517.000000,7213.000000,347.000000,
read,8,8464.000000,5879.000000,9324.000000,346.000000,
read,8,8476.000000,5642.000000,6739.000000,336.000000,
read,8,8494.000000,5716.000000,6698.000000,370.000000,
read,8,8446.000000,5880.000000,7484.000000,342.000000,
read,8,8468.000000,5623.000000,6612.000000,346.000000,
read,8,8491.000000,5570.000000,6627.000000,339.000000,
read,8,8460.000000,5832.000000,6602.000000,341.000000,
read,8,8463.000000,5647.000000,6536.000000,365.000000,
read,8,8472.000000,5941.000000,6716.000000,346.000000,
read,8,8476.000000,5841.000000,6638.000000,341.000000,
read,8,8435.000000,5824.000000,6901.000000,358.000000,
read,8,8451.000000,5660.000000,6726.000000,343.000000,
read,8,8485.000000,5707.000000,6661.000000,360.000000,
read,8,8457.000000,5700.000000,6553.000000,351.000000,
read,8,8453.000000,5488.000000,6672.000000,340.000000,
read,8,8425.000000,5680.000000,6649.000000,342.000000,
read,8,8481.000000,5793.000000,7071.000000,340.000000,
read,8,8436.000000,5631.000000,7299.000000,339.000000,
read,8,8439.000000,5666.000000,6773.000000,375.000000,
read,8,8470.000000,5616.000000,6660.000000,339.000000,
read,8,8498.000000,5752.000000,6632.000000,345.000000,
read,8,8462.000000,5678.000000,6782.000000,344.000000,
read,8,8479.000000,5909.000000,6656.000000,344.000000,
read,8,8453.000000,5568.000000,6639.000000,364.000000,
read,8,8454.000000,5845.000000,6739.000000,340.000000,
read,8,8429.000000,30583.000000,6621.000000,339.000000,
read,8,8443.000000,5773.000000,6633.000000,358.000000,
read,8,8422.000000,5806.000000,6651.000000,342.000000,
read,8,8470.000000,6067.000000,6872.000000,357.000000,
read,8,8477.000000,5830.000000,6930.000000,357.000000,
read,8,8480.000000,5936.000000,7107.000000,342.000000,
read,8,8489.000000,5553.000000,7108.000000,341.000000,
read,8,8492.000000,5760.000000,6628.000000,346.000000,
read,8,8446.000000,6026.000000,6645.000000,355.000000,
read,8,8488.000000,5615.000000,6569.000000,376.000000,
read,8,8519.000000,6042.000000,6657.000000,342.000000,
read,8,8481.000000,5704.000000,6638.000000,347.000000,
read,8,8467.000000,5849.000000,6552.000000,347.000000,
read,8,8512.000000,5779.000000,6750.000000,343.000000,
read,8,8462.000000,5838.000000,6618.000000,380.000000,
read,8,8452.000000,5878.000000,6690.000000,344.000000,
read,8,8441.000000,5987.000000,6745.000000,338.000000,
read,8,8495.000000,5654.000000,6518.000000,358.000000,
read,8,8480.000000,5918.000000,6744.000000,360.000000,
read,8,8412.000000,5767.000000,6621.000000,363.000000,
read,8,8469.000000,5630.000000,7128.000000,345.000000,
read,8,8482.000000,5864.000000,6713.000000,342.000000,
read,8,8505.000000,5814.000000,6727.000000,343.000000,
read,8,8435.000000,5862.000000,6807.000000,341.000000,
read,8,8473.000000,6287.000000,6631.000000,353.000000,
read,8,8469.000000,6043.000000,6651.000000,377.000000,
read,8,8464.000000,6945.000000,6495.000000,345.000000,
