type,size,ocall,noenc,fullenc,baseline,
read,4,8086.000000,6440.000000,6522.000000,461.000000,
read,4,8086.000000,6319.000000,6527.000000,462.000000,
read,4,8052.000000,6756.000000,6782.000000,415.000000,
read,4,8058.000000,6702.000000,6656.000000,443.000000,
read,4,8090.000000,6428.000000,6574.000000,427.000000,
read,4,8126.000000,6562.000000,6910.000000,434.000000,
read,4,8053.000000,6686.000000,6604.000000,470.000000,
read,4,8065.000000,6781.000000,6771.000000,460.000000,
read,4,8080.000000,6440.000000,6968.000000,458.000000,
read,4,8076.000000,6779.000000,6500.000000,445.000000,
read,4,8059.000000,6276.000000,7279.000000,427.000000,
read,4,8052.000000,6685.000000,6631.000000,453.000000,
read,4,8077.000000,6756.000000,7067.000000,452.000000,
read,4,8098.000000,6813.000000,6723.000000,423.000000,
read,4,8061.000000,6664.000000,6518.000000,463.000000,
read,4,8072.000000,6560.000000,6659.000000,445.000000,
read,4,8104.000000,6726.000000,7091.000000,422.000000,
read,4,8084.000000,6387.000000,6490.000000,458.000000,
read,4,8052.000000,6441.000000,6486.000000,466.000000,
read,4,8057.000000,6578.000000,6623.000000,450.000000,
read,4,8055.000000,6713.000000,6495.000000,434.000000,
read,4,8077.000000,6623.000000,6567.000000,421.000000,
read,4,8044.000000,6313.000000,6479.000000,459.000000,
read,4,8075.000000,6613.000000,6633.000000,462.000000,
read,4,8098.000000,6470.000000,7184.000000,444.000000,
read,4,8095.000000,6404.000000,6794.000000,455.000000,
read,4,8076.000000,6451.000000,6874.000000,427.000000,
read,4,8059.000000,6583.000000,6733.000000,423.000000,
read,4,8087.000000,6865.000000,6500.000000,448.000000,
read,4,8079.000000,6360.000000,6540.000000,462.000000,
read,4,8100.000000,6549.000000,6525.000000,450.000000,
read,4,8082.000000,6414.000000,6806.000000,430.000000,
read,4,8089.000000,6647.000000,6516.000000,481.000000,
read,4,8095.000000,6600.000000,6882.000000,450.000000,
read,4,8074.000000,6441.000000,6538.000000,430.000000,
read,4,8073.000000,6476.000000,6578.000000,449.000000,
read,4,8116.000000,6495.000000,6646.000000,449.000000,
read,4,8138.000000,6808.000000,6645.000000,429.000000,
read,4,8071.000000,6425.000000,7105.000000,465.000000,
read,4,8078.000000,6548.000000,6669.000000,430.000000,
read,4,8085.000000,6473.000000,6557.000000,416.000000,
read,4,8091.000000,6716.000000,6868.000000,462.000000,
read,4,8045.000000,6396.000000,6552.000000,430.000000,
read,4,8079.000000,6334.000000,7159.000000,462.000000,
read,4,8081.000000,6430.000000,6630.000000,456.000000,
read,4,8061.000000,6776.000000,7072.000000,431.000000,
read,4,8062.000000,6814.000000,6484.000000,442.000000,
read,4,8070.000000,6769.000000,6769.000000,438.000000,
read,4,8075.000000,6422.000000,6611.000000,436.000000,
read,4,8068.000000,6449.000000,6514.000000,479.000000,
read,4,8072.000000,6654.000000,6675.000000,449.000000,
read,4,8069.000000,6700.000000,6555.000000,426.000000,
read,4,8103.000000,6488.000000,7189.000000,441.000000,
read,4,8049.000000,6304.000000,6540.000000,430.000000,
read,4,8029.000000,6556.000000,6733.000000,455.000000,
read,4,8072.000000,6380.000000,6516.000000,437.000000,
read,4,8070.000000,6359.000000,6489.000000,436.000000,
read,4,8078.000000,6617.000000,6533.000000,439.000000,
read,4,8061.000000,6556.000000,6658.000000,440.000000,
read,4,8086.000000,6560.000000,6539.000000,439.000000,
read,4,8079.000000,6415.000000,6538.000000,448.000000,
read,4,8082.000000,6405.000000,6478.000000,452.000000,
read,4,8109.000000,6556.000000,6821.000000,442.000000,
read,4,8096.000000,6374.000000,6724.000000,453.000000,
read,4,8086.000000,6635.000000,6778.000000,448.000000,
read,4,8073.000000,6831.000000,6714.000000,452.000000,
read,4,8078.000000,6889.000000,6886.000000,448.000000,
read,4,8086.000000,6870.000000,6710.000000,419.000000,
read,4,8092.000000,6487.000000,6503.000000,438.000000,
read,4,8063.000000,6563.000000,6512.000000,455.000000,
read,4,8083.000000,6638.000000,6520.000000,404.000000,
read,4,8082.000000,6743.000000,6851.000000,456.000000,
read,4,8090.000000,6416.000000,6595.000000,448.000000,
read,4,8044.000000,6386.000000,6851.000000,433.000000,
read,4,8085.000000,6374.000000,7015.000000,451.000000,
read,4,8099.000000,6589.000000,6536.000000,420.000000,
read,4,8085.000000,6519.000000,6544.000000,463.000000,
read,4,8066.000000,6841.000000,6664.000000,453.000000,
read,4,8065.000000,6765.000000,6407.000000,413.000000,
read,4,8101.000000,6637.000000,6808.000000,437.000000,
read,4,8080.000000,6474.000000,7055.000000,448.000000,
read,4,8047.000000,6435.000000,6528.000000,418.000000,
read,4,8083.000000,6728.000000,6534.000000,458.000000,
read,4,8070.000000,6469.000000,6663.000000,467.000000,
read,4,8076.000000,6377.000000,6522.000000,422.000000,
read,4,8083.000000,6532.000000,6542.000000,430.000000,
read,4,8102.000000,6481.000000,6508.000000,440.000000,
read,4,8092.000000,6510.000000,6527.000000,464.000000,
read,4,8080.000000,6423.000000,6549.000000,464.000000,
read,4,8051.000000,6346.000000,6520.000000,423.000000,
read,4,8062.000000,6430.000000,6527.000000,455.000000,
read,4,8083.000000,6577.000000,6542.000000,467.000000,
read,4,8086.000000,6691.000000,6677.000000,422.000000,
read,4,8089.000000,6332.000000,6567.000000,460.000000,
read,4,8149.000000,6579.000000,6986.000000,464.000000,
read,4,8078.000000,6462.000000,6490.000000,447.000000,
read,4,8054.000000,6625.000000,6766.000000,444.000000,
read,4,8064.000000,6693.000000,6545.000000,456.000000,
read,4,8091.000000,6450.000000,6557.000000,451.000000,
read,4,8089.000000,6540.000000,6761.000000,446.000000,
read,4,8080.000000,6422.000000,6730.000000,438.000000,
read,4,8082.000000,6364.000000,6824.000000,442.000000,
read,4,8063.000000,6492.000000,6471.000000,422.000000,
read,4,8076.000000,6503.000000,6704.000000,447.000000,
read,4,8037.000000,6633.000000,6669.000000,446.000000,
