475, 10010, 20.671579, 47.452547
478, 10014, 20.497908, 47.733174
781, 10006, 12.235595, 78.053168
801, 10006, 12.144819, 80.051969
842, 10006, 11.333729, 84.149510
834, 10006, 11.428058, 83.349990
766, 10022, 12.614883, 76.431850
480, 10006, 20.372917, 47.971217
484, 10022, 20.117769, 48.293754
