6,311.957857,314.613565,299.388138,209.402104,234.143391,343.266588,
5,435.899106.531.365695,408.209139,498.668390,443.276797,
4,655.969379,790.669140,659.416843,679.657535,
3,1031.913519,1007.014272,1050.924903,
2,2623.958997,2618.184373
1,1279.766850




